Name                  ;Cns ;Coordinates               ;Wv   ;Typ   ;    Diam;   Dist;    pmRA;    pmDe;    RV  ; Reference           ;Aliases
van der Linde 1       ;Ori ;05 55 10.0 +00 47 49      ;Op   ;***   ;   18.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 366               ;Ori ;05 56 19.4 +17 59 34      ;Op   ;***   ;    4.40;       ;        ;        ;        ; GDR2_Rej            ;
Alessi J0556+1559     ;Ori ;05 56 48.0 +15 59 18      ;Op   ;***   ;    4.20;       ;        ;        ;        ; GDR2_Rej            ;
BDB 183               ;Ori ;05 58 12.0 +16 31 30      ;IR   ;EC    ;    9.00;   8885;        ;        ;        ; GDR2_Rej            ;AFGL 5173 Cl, IRAS 05553+1631, KKC 13, Majaess 69
Ori OB2               ;Ori ;05 58 24.0 +21 13 00      ;Op   ;OB    ;  290.00;       ;        ;        ;        ; GDR2_Rej            ;Ass-50
Froebrich Cl 19       ;Ori ;05 58 24.5 +20 13 57      ;IR   ;EC    ;    1.00;   2000;        ;        ;        ; GDR2_Rej            ;IRAS 05554+2013
Prestgard 56          ;Ori ;06 00 15.0 +15 07 51      ;Op   ;***   ;  210.00;       ;        ;        ;        ; GDR2_Rej            ;
Prestgard 80          ;Ori ;06 00 16.0 +01 02 09      ;Op   ;***   ;    0.80;       ;        ;        ;        ; GDR2_Rej            ;
Majaess 71            ;Ori ;06 02 02.0 +20 08 45      ;IR   ;EC?   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
Majaess 72            ;Ori ;06 02 09.0 +20 27 48      ;IR   ;EC?   ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 944           ;Ori ;06 02 19.0 +17 11 17      ;IR   ;OC?   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 952           ;Ori ;06 02 25.0 +14 50 55      ;IR   ;OC??  ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;
Alessi J0602+1447     ;Ori ;06 02 28.0 +14 47 29      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
NGC 2143              ;Ori ;06 03 11.8 +05 44 42      ;Op   ;***   ;   23.40;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 945           ;Ori ;06 03 24.0 +16 43 01      ;IR   ;OC??  ;    8.00;       ;        ;        ;        ; GDR2_Rej            ;
Kronberger J0604+0911 ;Ori ;06 04 14.0 +09 11 48      ;Op   ;***   ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;GSC 717-377 Grp
FSR 928               ;Ori ;06 04 23.8 +15 25 12      ;Op   ;***   ;   15.60;       ;        ;        ;        ; GDR2_Rej            ;
Loktin-Popova 26      ;Ori ;06 04 37.2 +06 06 36      ;Op   ;***   ;   13.00;       ;        ;        ;        ; GDR2_Rej            ;
Pothier 14            ;Ori ;06 04 49.0 +03 50 30      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 956           ;Ori ;06 05 01.0 +14 31 52      ;IR   ;OC?   ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;
FSR 925               ;Ori ;06 05 04.8 +16 06 00      ;Op   ;***   ;   26.40;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 959           ;Ori ;06 05 11.0 +14 25 23      ;IR   ;OC?   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
FSR 933               ;Ori ;06 05 32.9 +14 33 07      ;Op   ;***   ;   18.60;       ;        ;        ;        ; GDR2_Rej            ;
FSR 900               ;Ori ;06 06 27.6 +19 13 37      ;Op   ;***   ;   18.60;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 942           ;Ori ;06 06 44.0 +18 20 18      ;IR   ;OC?   ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;
TYC 1325-1009 Grp     ;Ori ;06 06 45.0 +21 12 42      ;Op   ;***   ;   10.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0606+2112
Loktin-Popova 30      ;Ori ;06 07 01.2 +20 57 11      ;Op   ;***   ;   10.00;       ;        ;        ;        ; GDR2_Rej            ;
Streicher 32          ;Ori ;06 07 12.0 +00 25 40      ;Op   ;***   ;   12.00;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 52            ;Ori ;06 07 40.0 +19 42 03      ;IR   ;OC??  ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 44            ;Ori ;06 07 47.0 +20 39 32      ;IR   ;OC?   ;    5.00;       ;        ;        ;        ; GDR2_Rej            ;
FSR 906               ;Ori ;06 07 47.3 +18 46 30      ;Op   ;***   ;   13.20;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 940           ;Ori ;06 07 49.0 +18 39 27      ;IR   ;OC??  ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 59            ;Ori ;06 08 04.0 +13 43 55      ;Op   ;OC?   ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;Elosser 2
Camargo 42            ;Ori ;06 08 23.0 +21 21 27      ;IR   ;OC?   ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 423               ;Ori ;06 08 25.1 +12 56 41      ;Op   ;***   ;    4.80;       ;        ;        ;        ; GDR2_Rej            ;
BDB 179               ;Ori ;06 08 32.0 +20 39 24      ;IR   ;EC    ;    1.60;   1400;        ;        ;        ; GDR2_Rej            ;Sh2-252A Cl
TYC 1326-161 Grp      ;Ori ;06 08 35.0 +20 46 36      ;Op   ;***   ;   12.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0608+2046
Camargo 941           ;Ori ;06 08 39.0 +18 40 27      ;IR   ;OC?   ;    5.00;       ;        ;        ;        ; GDR2_Rej            ;
Bica 280              ;Ori ;06 08 47.0 +20 38 10      ;IR   ;OC    ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 64            ;Ori ;06 08 49.0 +13 09 38      ;IR   ;OC?   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
Bica 282              ;Ori ;06 08 53.0 +20 29 33      ;IR   ;OC    ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
Camargo 946           ;Ori ;06 08 55.0 +16 54 39      ;IR   ;OC?   ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;
Bica 281              ;Ori ;06 09 01.0 +20 38 19      ;IR   ;OC?   ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;
BDB 180               ;Ori ;06 09 20.9 +20 39 36      ;IR   ;EC    ;   10.20;   2109;        ;        ;        ; GDR2_Rej            ;Sh2-252 C Cl, IRAS 06063+2040, KKC 16
Camargo 947           ;Ori ;06 09 21.0 +16 43 03      ;IR   ;OC??  ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;
DB 85                 ;Ori ;06 09 31.0 +21 23 57      ;IR   ;EC?   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;IRAS 06065+2124, BDB 177
DB2001 27             ;Ori ;06 09 31.0 +21 23 57      ;IR   ;EC?   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;IRAS 06065+2124, BDB 177
Collinder 84          ;Ori ;06 09 41.3 +20 30 18      ;Op   ;OC    ;   22.00;   1636;        ;        ;        ; GDR2_Rej            ;LMR 148
Majaess 75            ;Ori ;06 09 44.0 +21 07 04      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
DB 86                 ;Ori ;06 09 47.0 +20 54 44      ;IR   ;EC?   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;IRAS 06067+2055, BDB 178
DB2001 28             ;Ori ;06 09 47.0 +20 54 44      ;IR   ;EC?   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;IRAS 06067+2055, BDB 178
